Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2
8/24/2020,SJB06,1,16,2,LOI alysis ,Y,2,66.7952,113.7795,0,0.2574,113.5358,SC30,16.5648,31.568,31.4321,31.3619,,15.003,14.867,14.797,0.009,0.005,0.906,0.472,46.984,46.741,1.159,1.153,0.423,0.221,0.01,0.005,0.152322704,
8/24/2020,SJB06,1,15,3,LOI alysis ,Y,2,65.9948,113.3266,0,0.2453,113.0862,SC22,15.7525,30.111,29.9774,29.9221,,14.359,14.225,14.17,0.009,0.004,0.93,0.389,47.332,47.091,1.168,1.162,0.438,0.183,0.011,0.005,0.162183724,
8/24/2020,SJB06,1,13,5,LOI alysis ,Y,2,66.8617,121.6358,0,0.0602,121.4993,SC7,15.5388,29.3188,29.1884,29.1312,,13.78,13.65,13.592,0.009,0.004,0.946,0.419,54.774,54.638,1.351,1.348,0.517,0.229,0.013,0.006,0.168519594,
8/24/2020,SJB06,1,12,6,LOI alysis ,Y,2,66.7828,118.9203,0.0052,0.0311,118.8908,SC17,14.8853,31.8084,31.4047,31.3219,,16.923,16.519,16.437,0.024,0.005,2.385,0.501,52.138,52.108,1.286,1.285,1.243,0.261,0.031,0.006,0.744198699,
8/24/2020,SJB06,1,11,7,LOI alysis ,N,2,65.9888,123.2588,0.0118,0,123.192,SC36,15.4704,31.0327,30.6747,30.6018,,15.562,15.204,15.131,0.023,0.005,2.3,0.479,57.27,57.203,1.413,1.411,1.316,0.274,0.032,0.007,0.710172468,
8/24/2020,SJB06,1,8,10,LOI alysis ,N,2,66.8608,129.5974,0.7386,0,128.8477,SC26,16.5027,32.2828,32.0111,31.8857,,15.78,15.508,15.383,0.017,0.008,1.722,0.809,62.737,61.987,1.548,1.529,1.067,0.501,0.026,0.012,0.478715534,
8/24/2020,SJB06,1,3,15,LOI alysis ,N,2,66.7857,115.2224,0,0,115.2224,SC29,14.6109,28.431,28.1002,28.0237,,13.82,13.489,13.413,0.024,0.006,2.394,0.567,48.437,48.437,1.195,1.195,1.159,0.275,0.029,0.007,0.747446039,
8/24/2020,SJB06,1,1,17,LOI alysis ,N,2,65.9859,123.2734,2.1442,0,121.1316,SC10,16.1661,30.772,30.7081,30.6093,,14.606,14.542,14.443,0.004,0.007,0.437,0.679,57.288,55.146,1.413,1.36,0.241,0.375,0.006,0.009,-0.035002225,
8/26/2020,SJB07,2,14,1,LOI alysis ,Y,1.5,66.7692,107.4944,0,0,107.4944,SC8,14.386,31.4646,31.1938,31.0514,,17.079,16.808,16.665,0.016,0.008,1.586,0.847,40.725,40.725,1.34,1.34,0.646,0.345,0.021,0.011,0.424244025,
8/26/2020,SJB07,2,13,2,LOI alysis ,Y,2,66.8831,112.3498,0.5339,0.2347,111.5844,SC44,15.2612,34.4978,34.3865,34.1153,,19.237,19.125,28.854,0.006,0.014,0.579,1.418,45.467,44.701,1.122,1.103,0.259,0.634,0.006,0.016,0.021433829,
8/26/2020,SJB07,2,12,3,LOI alysis ,Y,2,66.8405,117.9662,0.2214,0.2138,117.5286,SC32,17.6262,30.9467,30.8689,30.7729,,13.321,13.243,13.147,0.006,0.007,0.584,0.725,51.126,50.688,1.261,1.25,0.296,0.367,0.007,0.009,0.023624864,
8/26/2020,SJB07,2,10,5,LOI alysis ,Y,2,66.7679,115.5655,1.6512,0.3113,113.6027,SC43,15.7795,32.1984,31.9049,31.7569,,16.419,16.125,15.977,0.018,0.009,1.788,0.918,48.798,46.835,1.204,1.155,0.837,0.43,0.021,0.011,0.50502963,
8/26/2020,SJB07,2,9,6,LOI alysis ,Y,2,66.7623,112.6953,0,0.3263,112.369,SC15,14.3614,31.1531,31.0852,30.983,,16.792,16.724,16.622,0.004,0.006,0.404,0.611,45.933,45.607,1.133,1.125,0.184,0.279,0.005,0.007,-0.048253423,
8/26/2020,SJB07,2,8,7,LOI alysis ,N,2,66.8472,112.0626,3.1546,0,108.8987,SC6,13.828,28.6853,28.5624,28.4179,,14.857,14.734,14.59,0.008,0.01,0.827,0.981,45.215,42.052,1.115,1.037,0.348,0.412,0.009,0.01,0.120881116,
8/26/2020,SJB07,2,5,10,LOI alysis ,N,2,66.7656,116.6395,2.6521,0,113.9734,SC33,14.3665,30.384,30.2622,29.9634,,16.018,15.896,15.597,0.008,0.019,0.76,1.88,49.874,47.208,1.23,1.165,0.359,0.887,0.009,0.022,0.094167317,
8/26/2020,SJB07,2,1,14,LOI alysis ,N,2,65.9684,119.4581,0.25,0,119.214,SC37,15.9473,31.851,31.6626,31.5689,,15.904,15.715,15.622,0.012,0.006,1.185,0.596,53.49,53.246,1.32,1.314,0.631,0.317,0.016,0.008,0.263851997,
8/26/2020,SJB13,1,1,19,LOI alysis ,N,2,66.8409,116.9708,0.0417,0,116.9298,SC25,12.7578,31.7153,31.5789,31.4828,,18.958,18.821,18.725,0.007,0.005,0.72,0.511,50.13,50.089,1.237,1.236,0.36,0.256,0.009,0.006,0.077801662,
8/26/2020,SJB13,1,5,15,LOI alysis ,N,2,65.9792,120.8031,0.2563,0,120.5468,SC27,16.0937,30.7654,30.7058,30.6377,,14.672,14.612,14.544,0.004,0.005,0.406,0.466,54.824,54.568,1.352,1.346,0.222,0.254,0.005,0.006,-0.047510309,
8/26/2020,SJB13,1,10,10,LOI alysis ,N,2,66.7591,113.6709,0,0,113.6709,SC2,15.7005,31.0793,31.0282,30.9318,,15.379,15.328,15.231,0.003,0.006,0.332,0.629,46.912,46.912,1.157,1.157,0.156,0.295,0.004,0.007,-0.07708976,
8/26/2020,SJB13,1,13,7,LOI alysis ,N,2,66.76,123.2498,0,0,123.2498,SC25,12.7759,31.7182,31.5355,24.8501,"Pre-weight for LOI950  is 24.8945.

But the LOI 450 needs to be redone because this is a very unlikely loss.",18.942,18.76,12.074,0.01,0.004,0.965,0.366,56.49,56.49,1.394,1.394,0.545,0.207,0.013,0.005,0.175803202,
8/26/2020,SJB13,1,14,6,LOI alysis ,Y,2,65.9786,119.0145,0,0.126,118.8883,SC16,18.2863,32.9565,32.8327,32.7595,,14.67,14.546,14.473,0.008,0.005,0.844,0.503,53.036,52.91,1.308,1.305,0.446,0.266,0.011,0.007,0.127555044,
8/26/2020,SJB13,1,15,5,LOI alysis ,Y,2,66.8341,126.6157,0.1074,0.1081,126.3988,SC16,18.2809,33.576,33.4646,31.6837,"Preweight for LOI 950 is 31.775.

But need to redo this slice because its unlikely this sample gained weight .",15.295,15.184,13.403,0.007,0.007,0.728,0.677,59.782,59.565,1.475,1.469,0.434,0.403,0.011,0.01,0.081335133,
8/26/2020,SJB13,1,17,3,LOI alysis ,Y,2,65.9783,121.7195,0.0621,0.4828,121.1757,SC39,16.1838,29.3472,29.2692,29.2076,,13.163,13.085,13.024,0.006,0.005,0.593,0.471,55.741,55.197,1.375,1.362,0.327,0.26,0.008,0.006,0.02702083,
8/26/2020,SJB13,1,18,2,LOI alysis ,Y,2,66.8281,124.9021,0.1415,0.1635,124.5988,SC28,16.101,32.5817,32.4799,32.3314,,16.481,16.379,16.23,0.006,0.009,0.618,0.907,58.074,57.771,1.433,1.425,0.357,0.524,0.009,0.013,0.037076884,
8/26/2020,SJB13,1,19,1,LOI alysis ,Y,2.5,66.7564,143.5678,0.8747,0.0173,142.6755,SC38,17.502,30.6373,30.549,30.379,,13.135,13.047,12.877,0.007,0.013,0.672,1.303,76.811,75.919,1.516,1.498,0.51,0.989,0.01,0.02,0.058893744,
8/31/2020,SJBC,1,14,1,LOI alysis ,Y,4,65.9838,163.3009,0.0618,0,163.2396,SC43,15.5855,32.7335,32.6432,32.5835,,17.148,17.058,16.998,0.005,0.003,0.527,0.35,97.317,97.256,1.2,1.2,0.512,0.34,0.006,0.004,0.000636809,
8/31/2020,SJBC,1,13,2,LOI alysis ,Y,2,66.7824,116.7502,0.0158,0,116.7403,SC3,16.5281,35.4172,35.1236,35.0488,,18.889,18.596,18.521,0.016,0.004,1.554,0.402,49.968,49.958,1.233,1.232,0.777,0.201,0.019,0.005,0.411734228,
8/31/2020,SJBC,1,12,3,LOI alysis ,Y,2,65.9803,118.9467,0,0,118.9467,SC45,15.782,32.7706,32.7127,32.6401,,16.989,16.931,16.858,0.003,0.004,0.341,0.429,52.966,52.966,1.307,1.307,0.181,0.227,0.004,0.006,-0.073673287,
8/31/2020,SJBC,1,10,5,LOI alysis ,Y,2,66.7758,126.3516,0.0981,0,126.2541,SC42,16.1502,31.1395,31.0931,31.0242,,14.989,14.943,14.874,0.003,0.005,0.31,0.461,59.576,59.478,1.47,1.467,0.184,0.274,0.005,0.007,-0.086178341,
8/31/2020,SJBC,1,9,6,LOI alysis ,Y,2,66.8561,124.2048,0,0,124.2048,SC23,17.2473,36.7027,36.5747,36.5034,,19.455,19.327,19.256,0.007,0.004,0.658,0.369,57.349,57.349,1.415,1.415,0.377,0.212,0.009,0.005,0.05316601,
8/31/2020,SJBC,1,8,7,LOI alysis ,N,2,66.8381,122.1551,0,0,122.1551,SC15,14.3806,30.915,30.8544,30.7822,,16.534,16.474,16.402,0.004,0.004,0.367,0.438,55.317,55.317,1.365,1.365,0.203,0.242,0.005,0.006,-0.063396555,
8/31/2020,SJBC,1,5,10,LOI alysis ,N,2,66.7851,124.4971,0,0,124.4971,SC28,16.122,31.8009,31.747,31.6747,,15.679,15.625,15.553,0.003,0.005,0.344,0.463,57.712,57.712,1.424,1.424,0.198,0.267,0.005,0.007,-0.072490353,
8/31/2020,SJBC,1,1,14,LOI alysis ,N,2,65.979,126.7405,0.0443,0,126.7107,SC12,16.1128,33.7308,33.6186,33.5303,,17.618,17.506,17.418,0.006,0.005,0.637,0.504,60.762,60.732,1.499,1.498,0.387,0.306,0.01,0.008,0.044739471,
8/31/2020,SJB17,1,1,18,LOI alysis ,N,2,66.8422,97.2186,0.7767,0,96.4446,SC34,16.378,31.0059,30.2599,29.9858,,14.628,13.882,13.608,0.051,0.02,5.1,1.975,30.376,29.602,0.749,0.73,1.51,0.585,0.037,0.014,1.82993738,
8/31/2020,SJB17,1,4,15,LOI alysis ,N,2,66.7729,98.9787,0.3801,0,98.6061,SC24,15.472,29.4712,28.9173,28.3424,,13.999,13.445,12.87,0.04,0.043,3.957,4.276,32.206,31.833,0.794,0.785,1.26,1.361,0.031,0.034,1.372661866,
8/31/2020,SJB17,1,9,10,LOI alysis ,N,2,65.9771,104.6958,2.2434,0,102.4524,SC39,16.1772,30.7557,30.1431,29.8124,,14.579,13.966,13.635,0.042,0.024,4.202,2.368,38.719,36.475,0.955,0.9,1.533,0.864,0.038,0.021,1.470831361,
8/31/2020,SJB17,1,12,7,LOI alysis ,N,2,66.8355,101.8074,0.4442,0,101.3641,SC38,16.4985,30.0453,29.6869,29.5425,,13.547,13.188,13.044,0.026,0.011,2.646,1.095,34.972,34.529,0.863,0.852,0.914,0.378,0.023,0.009,0.848257301,
8/31/2020,SJB17,1,13,6,LOI alysis ,Y,2,66.7769,109.8431,0.8394,0.085,108.9258,SC11,15.8388,30.1359,29.7213,29.4672,,14.297,13.883,13.628,0.029,0.018,2.9,1.83,43.066,42.149,1.062,1.04,1.222,0.771,0.03,0.019,0.949955515,
8/31/2020,SJB17,1,14,5,LOI alysis ,Y,2,66.8357,96.7779,0.2842,0.1726,96.3234,SC9,17.186,30.6706,30.1808,29.9926,,13.485,12.995,12.807,0.036,0.014,3.632,1.448,29.942,29.488,0.739,0.727,1.071,0.427,0.026,0.011,1.24291666,
8/31/2020,SJB17,1,16,3,LOI alysis ,Y,2,65.9701,99.8676,0.256,0.3039,99.3079,SC18,15.8318,31.0308,30.5187,30.249,,15.199,14.687,14.417,0.034,0.018,3.369,1.836,33.898,33.338,0.836,0.822,1.123,0.612,0.028,0.015,1.137720245,
8/31/2020,SJB17,1,17,2,LOI alysis ,Y,2,66.8388,95.0554,0.5258,0.1229,94.4043,SC46,14.1338,29.3219,28.6819,28.3651,,15.188,14.548,14.231,0.042,0.022,4.214,2.178,28.217,27.566,0.696,0.68,1.162,0.6,0.029,0.015,1.475530119,
8/31/2020,SJB17,1,18,1,LOI alysis ,Y,2.1,66.7666,113.0275,1.9072,0.1512,110.97,SC13,16.7828,30.4275,30.1039,29.8517,,13.645,13.321,13.069,0.024,0.019,2.372,1.893,46.261,44.203,1.087,1.039,1.048,0.837,0.025,0.02,0.738646727,
9/16/2020,SJB02,1,1,21,LOI alysis ,N,2,66.7425,114.1908,0.0833,0,114.1087,SC11,15.8319,29.5867,29.3072,29.1964,,13.755,13.475,13.365,0.02,0.008,2.032,0.822,47.448,47.366,1.171,1.168,0.962,0.389,0.024,0.01,0.602807165,
9/16/2020,SJB02,1,2,20,LOI alysis ,N,2,65.957,127.7558,0.6771,0,127.0937,SC23,17.2656,32.1311,31.822,31.6902,,14.866,14.556,14.425,0.021,0.009,2.079,0.905,61.799,61.137,1.525,1.508,1.271,0.554,0.031,0.014,0.621724463,
9/16/2020,SJB02,1,7,15,LOI alysis ,N,2,65.9574,98.6821,0.1998,0,98.4826,SC46,14.1494,28.4736,27.9336,27.7743,,14.324,13.784,13.625,0.038,0.012,3.77,1.156,32.725,32.525,0.807,0.802,1.226,0.376,0.03,0.009,1.297937616,
9/16/2020,SJB02,1,12,10,LOI alysis ,N,2,66.7465,102.0526,0.1828,0,101.8679,SC9,17.2359,30.4789,29.9387,29.8077,,13.243,12.703,12.572,0.041,0.01,4.079,1.031,35.306,35.121,0.871,0.866,1.433,0.362,0.035,0.009,1.421654459,
9/16/2020,SJB02,1,15,7,LOI alysis ,N,2,65.9598,104.0117,1.3511,0,102.6706,SC25,12.7222,29.3355,28.8825,28.7036,,16.613,16.16,15.981,0.027,0.011,2.727,1.107,38.052,36.711,0.939,0.906,1.001,0.406,0.025,0.01,0.880692397,
9/16/2020,SJB02,1,16,6,LOI alysis ,N,2,66.7464,105.1862,0.3176,0,104.8705,SC3,16.318,30.0308,29.6232,29.4362,,13.713,13.305,13.118,0.03,0.014,2.972,1.405,38.44,38.124,0.948,0.94,1.133,0.536,0.028,0.013,0.978962138,
9/16/2020,SJB02,1,17,5,LOI alysis ,Y,2,65.953,98.6486,0.9586,0.1344,97.5606,SC45,15.8015,31.1205,30.5826,30.3753,,15.319,14.781,14.574,0.035,0.014,3.511,1.402,32.696,31.608,0.807,0.78,1.11,0.443,0.027,0.011,1.194530322,
9/16/2020,SJB02,1,19,3,LOI alysis ,Y,2,66.7501,96.1267,0.2178,0.4586,95.458,SC28,16.1114,28.5597,28.1376,27.9872,,12.448,12.026,11.876,0.034,0.013,3.391,1.251,29.377,28.708,0.725,0.708,0.973,0.359,0.024,0.009,1.14632978,
9/16/2020,SJB02,1,20,2,LOI alysis ,Y,2,65.9531,105.7668,0.0515,0.2914,105.4296,SC16,18.2643,31.7214,31.3751,31.2223,,13.457,13.111,12.958,0.026,0.012,2.573,1.165,39.814,39.477,0.982,0.974,1.016,0.46,0.025,0.011,0.819345104,
9/16/2020,SJB02,1,21,1,LOI alysis ,Y,3.2,65.9574,149.3922,1.4335,0.2921,147.6362,SC12,16.1426,33.6704,33.3058,33.1342,,17.528,17.163,16.992,0.021,0.01,2.08,1,83.435,81.679,1.286,1.259,1.699,0.817,0.026,0.013,0.622049658,
9/16/2020,SJB10,3,20,1,LOI alysis ,Y,1.8,65.9493,113.6193,3.9167,0,109.6947,SC10,16.1629,32.5846,32.3491,32.0813,,16.422,16.186,15.918,0.014,0.017,1.434,1.654,47.67,43.745,1.307,1.199,0.627,0.724,0.017,0.02,0.363631232,
9/16/2020,SJB10,3,19,2,LOI alysis ,Y,2,66.7438,110.7713,1.4163,0.0122,109.3381,SC4,16.3837,31.2369,31.0922,30.8988,,14.853,14.709,14.515,0.01,0.013,0.974,1.315,44.028,42.594,1.086,1.051,0.415,0.56,0.01,0.014,0.179680338,
9/16/2020,SJB10,3,18,3,LOI alysis ,Y,2,65.9509,112.6756,1.2683,0.0262,111.3779,SC18,15.835,32.3573,32.1883,31.9152,,16.522,16.353,16.08,0.01,0.017,1.023,1.67,46.725,45.427,1.153,1.121,0.465,0.759,0.011,0.019,0.199144005,
9/16/2020,SJB10,3,16,5,LOI alysis ,Y,2,66.7482,110.8584,0.8849,0.034,109.8759,SC34,16.1844,30.5596,30.3253,30.1625,,14.375,14.141,13.978,0.016,0.012,1.63,1.151,44.11,43.128,1.088,1.064,0.703,0.497,0.017,0.012,0.441956147,
9/16/2020,SJB10,3,15,6,LOI alysis ,Y,2,65.954,109.1237,0.9098,0.0152,108.2016,SC38,16.4927,29.0362,28.804,28.6505,,12.544,12.311,12.158,0.019,0.012,1.851,1.247,43.17,42.248,1.065,1.042,0.782,0.527,0.019,0.013,0.530463188,
9/16/2020,SJB10,3,14,7,LOI alysis ,N,2,66.7427,106.6078,0.2518,0,106.3127,SC13,16.7965,29.7764,29.4511,29.2956,,12.98,12.655,12.499,0.025,0.012,2.506,1.229,39.865,39.57,0.983,0.976,0.992,0.486,0.024,0.012,0.792473054,
9/16/2020,SJB10,3,11,10,LOI alysis ,N,2,65.953,111.1125,5.0035,0,106.0791,SC42,16.1773,30.4326,30.0879,29.8413,,14.255,13.911,13.664,0.024,0.018,2.418,1.773,45.16,40.126,1.114,0.99,0.97,0.711,0.024,0.018,0.75721921,
9/16/2020,SJB10,3,6,15,LOI alysis ,N,2,65.9583,113.492,0.9869,0,112.4568,SC29,14.412,29.9552,29.5643,29.2868,,15.543,15.152,14.875,0.025,0.018,2.515,1.831,47.534,46.499,1.173,1.147,1.169,0.852,0.029,0.021,0.795970457,
9/16/2020,SJB10,3,1,20,LOI alysis ,N,2,66.7452,107.3534,0.9594,0,106.3906,SC26,16.296,30.1708,29.9227,29.556,,13.875,13.627,13.26,0.018,0.027,1.788,2.691,40.608,39.645,1.002,0.978,0.709,1.067,0.017,0.026,0.505253553,
9/23/2020,STCH02,2,10,1,LOI alysis ,Y,2,66.7415,126.4125,1.3645,0.0177,124.9992,SC39,16.1504,31.0141,30.7417,29.5537,,14.864,14.591,13.403,0.018,0.081,1.833,8.142,59.671,58.258,1.472,1.437,1.068,4.743,0.026,0.117,0.523061082,
9/23/2020,STCH02,2,9,2,LOI alysis ,Y,2,65.9468,109.5896,3.3591,0.3408,105.8862,SC24,15.3875,29.9227,29.5769,28.3862,,14.535,14.189,12.999,0.024,0.084,2.379,8.391,43.643,39.939,1.077,0.985,0.95,3.352,0.023,0.083,0.741620893,
9/23/2020,STCH02,2,8,3,LOI alysis ,Y,2,66.8268,96.2407,1.8224,0.3178,93.8951,SC32,17.6019,28.3099,27.9105,26.9445,,10.708,10.309,9.343,0.037,0.094,3.73,9.371,29.414,27.068,0.726,0.668,1.01,2.537,0.025,0.063,1.281968622,
9/23/2020,STCH02,2,6,5,LOI alysis ,Y,2,66.7464,95.4902,0.5816,0.3678,94.587,SC40,16.6556,29.6856,29.0255,27.7487,,13.03,12.37,11.093,0.051,0.103,5.066,10.322,28.744,27.841,0.709,0.687,1.41,2.874,0.035,0.071,1.816400614,
9/23/2020,STCH02,2,5,6,LOI alysis ,Y,2,66.7402,94.5303,1.6636,0.3472,90.0557,SC43,15.59,30.1337,29.3005,27.8007,,14.544,13.711,12.211,0.057,0.109,5.729,10.939,27.79,23.316,0.686,0.575,1.336,2.55,0.033,0.063,2.081576421,
9/23/2020,STCH02,2,4,7,LOI alysis ,N,2,66.7419,95.2365,0.4505,0,94.778,SC15,14.3744,29.2904,28.3804,26.9339,,14.916,14.006,12.56,0.061,0.103,6.101,10.328,28.495,28.036,0.703,0.692,1.71,2.895,0.042,0.071,2.230332529,
9/23/2020,STCH02,2,1,10,LOI alysis ,N,2,65.9455,95.7701,1.9808,0,93.7749,SC42,16.3228,26.7399,25.9801,24.5927,,10.417,9.657,8.27,0.073,0.144,7.294,14.366,29.825,27.829,0.736,0.687,2.03,3.998,0.05,0.099,2.707510632,
9/23/2020,SJBB,3,16,1,LOI alysis ,Y,3.1,66.8135,148.2992,0,0,148.2992,SC47,16.1941,33.7709,33.7017,33.5999,,17.577,17.508,17.406,0.004,0.006,0.394,0.581,81.486,81.486,1.297,1.297,0.321,0.474,0.005,0.008,-0.052519685,
9/23/2020,SJBB,3,15,2,LOI alysis ,Y,2,66.7339,119.2628,0.2152,0,119.0523,SC1,16.2697,31.0473,30.9871,30.7802,,14.778,14.717,14.511,0.004,0.014,0.407,1.406,52.529,52.318,1.296,1.291,0.213,0.736,0.005,0.018,-0.047050671,
9/23/2020,SJBB,3,14,3,LOI alysis ,Y,2,65.9412,120.4719,0.5344,0,119.9484,SC23,17.3685,32.8092,32.6605,32.5456,,15.441,15.292,15.177,0.01,0.008,0.963,0.751,54.531,54.007,1.345,1.332,0.52,0.406,0.013,0.01,0.175215696,
9/23/2020,SJBB,3,12,5,LOI alysis ,Y,2,66.8136,125.1605,0.2003,0,124.9325,SC16,18.3771,33.3858,33.2066,33.0939,,15.009,14.83,14.717,0.012,0.008,1.194,0.76,58.347,58.119,1.439,1.434,0.694,0.442,0.017,0.011,0.267589665,
9/23/2020,SJBB,3,11,6,LOI alysis ,Y,2,66.7398,122.7972,0.7464,0,122.0501,SC34,16.3651,33.5046,33.2465,33.1242,,17.14,16.881,16.759,0.015,0.007,1.506,0.724,56.057,55.31,1.383,1.364,0.833,0.401,0.021,0.01,0.392351294,
9/23/2020,SJBB,3,10,7,LOI alysis ,N,2,66.8146,121.0101,0.5208,0,120.4916,SC38,16.6101,33.3826,33.2139,33.0926,,16.773,16.604,16.483,0.01,0.007,1.006,0.731,54.196,53.677,1.337,1.324,0.54,0.392,0.013,0.01,0.192325235,
9/23/2020,SJBB,3,7,10,LOI alysis ,N,2,65.9443,120.0384,0.2515,0,119.7843,SC8,14.2146,30.9377,30.8765,30.6267,,16.723,16.662,16.412,0.004,0.015,0.366,1.499,54.094,53.84,1.334,1.328,0.197,0.807,0.005,0.02,-0.063615657,
9/23/2020,SJBB,3,2,15,LOI alysis ,N,2,66.8145,118.4927,0.424,0,118.0623,SC4,16.3868,31.7136,31.6377,31.1808,,15.327,15.251,14.794,0.005,0.03,0.495,2.996,51.678,51.248,1.275,1.264,0.254,1.535,0.006,0.038,-0.011915599,
9/23/2020,SJBB,3,1,16,LOI alysis ,N,2,66.7385,120.478,0,0,120.478,SC27,16.1265,32.7114,32.6309,32.3318,,16.585,16.504,16.205,0.005,0.018,0.485,1.812,53.74,53.74,1.326,1.326,0.261,0.974,0.006,0.024,-0.015847488,
9/23/2020,SJBB,2,16,1,LOI alysis ,Y,2.2,66.7298,134.8493,0.1897,0,134.6646,SC36,15.1803,32.3335,32.2672,32.1627,,17.153,17.087,16.982,0.004,0.006,0.387,0.612,68.12,67.935,1.528,1.524,0.263,0.415,0.006,0.009,-0.055393279,
9/23/2020,SJBB,2,15,2,LOI alysis ,Y,2,66.8045,123.1872,0,0,123.1872,SC7,15.4621,32.0536,32.0012,31.874,,16.592,16.539,16.412,0.003,0.008,0.316,0.769,56.383,56.383,1.391,1.391,0.178,0.434,0.004,0.011,-0.083670253,
9/23/2020,SJBB,2,14,3,LOI alysis ,Y,2,65.9344,121.3109,0,0,121.3109,SC31,17.3937,32.1807,32.0718,31.9406,,14.787,14.678,14.547,0.007,0.009,0.736,0.894,55.377,55.377,1.366,1.366,0.408,0.495,0.01,0.012,0.08458308,
9/23/2020,SJBB,2,12,5,LOI alysis ,Y,2,66.7336,124.3633,0.2335,0,124.1273,SC17,14.5371,33.8621,33.8,33.6693,,19.325,19.263,19.132,0.003,0.007,0.321,0.679,57.63,57.394,1.422,1.416,0.184,0.389,0.005,0.01,-0.081461837,
9/23/2020,SJBB,2,11,6,LOI alysis ,Y,2,66.811,123.2226,0.2319,0,120.5079,SC30,16.5166,32.7998,32.752,32.6464,,16.283,16.235,16.13,0.003,0.007,0.294,0.65,56.412,53.697,1.392,1.325,0.158,0.349,0.004,0.009,-0.092578363,
9/23/2020,SJBB,2,10,7,LOI alysis ,N,2,65.9374,121.329,0,0,121.329,SC44,15.2597,32.1871,32.1413,32.046,,16.927,16.882,16.786,0.003,0.006,0.271,0.565,55.392,55.392,1.366,1.366,0.15,0.313,0.004,0.008,-0.101773102,
9/23/2020,SJBB,2,7,10,LOI alysis ,N,2,66.7426,117.3954,0,0,117.3954,SC22,15.7179,32.9688,32.9024,32.7702,,17.251,17.185,17.052,0.004,0.008,0.385,0.769,50.653,50.653,1.25,1.25,0.195,0.39,0.005,0.01,-0.056037018,
9/23/2020,SJBB,2,2,15,LOI alysis ,N,2,65.9435,120.1866,0.7878,0,119.3641,SC2,15.6578,30.2073,30.1453,29.9945,,14.55,14.488,14.337,0.004,0.01,0.426,1.041,54.243,53.421,1.338,1.318,0.228,0.556,0.006,0.014,-0.039547407,
9/23/2020,SJBB,2,1,16,LOI alysis ,N,2,66.8188,117.4516,4.9008,0,112.5545,SC48,15.5293,32.9168,32.8355,32.6561,,17.388,17.306,17.127,0.005,0.01,0.468,1.037,50.633,45.736,1.249,1.128,0.214,0.474,0.005,0.012,-0.022969087,
9/28/2020,SMARC,1,11,1,LOI analysis ,N,3.4,65.9839,156.5943,1.1253,0,155.4326,SC15,14.3882,32.0453,31.8545,31.2063,,17.657,17.466,16.818,0.011,0.037,1.081,3.711,90.61,89.449,1.315,1.298,0.967,3.32,0.014,0.048,0.222234059,
9/28/2020,SMARC,1,10,2,LOI analysis ,N,2,66.7665,119.527,0.6874,0,118.8603,SC23,17.348,33.2785,33.0839,32.6198,,15.931,15.736,15.272,0.012,0.029,1.222,2.949,52.761,52.094,1.302,1.285,0.636,1.536,0.016,0.038,0.278622454,
9/28/2020,SMARC,1,9,3,LOI analysis ,N,2,66.84751,123.7981,0.4894,0,123.3087,SC30,16.9164,34.4831,33.9896,33.6742,,17.567,17.073,16.758,0.028,0.018,2.809,1.847,56.951,56.461,1.405,1.393,1.586,1.043,0.039,0.026,0.913717033,
9/28/2020,SMARC,1,7,5,LOI analysis ,N,2,65.9756,121.6493,0.9178,0,120.734,SC42,16.4427,34.2638,33.8665,33.4728,,17.821,17.424,17.03,0.022,0.023,2.229,2.26,55.674,54.758,1.373,1.351,1.221,1.237,0.03,0.031,0.681751912,
9/28/2020,SMARC,1,6,6,LOI analysis ,N,2,66.8493,125.2649,0.3839,0,124.8745,SC47,16.5629,34.571,34.0128,33.4601,,18.008,17.45,16.897,0.031,0.032,3.1,3.167,58.416,58.025,1.441,1.431,1.799,1.838,0.044,0.045,1.029886496,
9/28/2020,SMARC,1,5,7,LOI analysis ,N,2,66.7817,126.1832,0.3877,0,125.8072,SC22,15.8486,34.2579,33.9154,33.3242,,18.409,18.067,17.476,0.019,0.033,1.86,3.272,59.402,59.026,1.465,1.456,1.098,1.931,0.027,0.048,0.534189078,
